UniqueCarrier,TailNum,Origin,Dest,Month,DayofMonth,DayOfWeek,DepTime,FlightNum,ActualElapsedTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,OnTime
10,1733,46,46,0.20948275874097397,0.7121434475752882,1.5266570395828098,-0.2604184878362051,-0.6440324253079759,-0.6086491036083516,-0.3582645981458491,-0.6770414702895089,-0.503850464291198,0.5553707963994685,0.0,0.0,0
4,1500,32,58,1.6880052978940023,-1.4401010845966078,-1.4764338928028469,-1.2611670495029184,-0.07133143467490624,-0.6227925805861435,-0.2874282208402805,-0.6126729490892,0.5539226182034828,-0.44000249333041697,0.0,0.0,1
9,3925,2,57,0.20948275874097397,1.278523587620524,0.5256267287875909,0.6139415391272588,0.19985678025421752,-0.8773751661863975,-0.2874282208402805,-0.6718224010029974,-0.29229584779226175,-0.6390771512763941,0.0,0.0,1
10,1195,36,78,0.5051872665715796,-1.4401010845966078,0.5256267287875909,0.39017167440675143,1.2152963581996905,0.3531073308814972,-0.21659184353471192,0.330238902007217,-0.715405080790134,-0.5395398223034055,0.0,0.0,1
9,1095,165,163,-1.5647442882426599,0.48559139155719394,1.0261418841852004,1.2168770079575146,0.5472896051314655,1.5270159200382245,-0.4291009754514177,1.678498467689363,-0.715405080790134,-0.04185317743846279,0.0,0.0,1
8,2072,155,210,-0.677630764750843,-0.194064776497089,1.0261418841852004,-1.542951323595409,-0.6934181385698291,-0.5945056266305597,-0.3228464094930648,-0.4978534247859463,-0.29229584779226175,-0.14139050641145134,0.0,0.0,1
9,2665,199,101,0.20948275874097397,-0.6471688885332776,-0.9759187374052375,1.7638700106076437,-0.9611406894104018,2.7150679861727434,-0.2874282208402805,2.929335406689961,0.13081338520561048,1.1525947702373998,0.0,0.0,0
4,584,11,200,1.6880052978940023,0.14576330753005245,-1.4764338928028469,-1.0705482758521159,-0.36937854629030104,0.02780736039228366,-0.3936827867986334,-0.31866537928238364,-0.715405080790134,1.4512067571563654,0.0,0.0,0
0,2860,165,204,-0.9733352725814487,0.0324872795210053,0.5256267287875909,-1.1182029692648165,0.13400916257174658,2.121041953105484,2.3335177394657576,2.3256630592167933,-0.08074123129332564,0.057684151534525746,0.0,0.0,0
9,1674,155,164,1.6880052978940023,1.278523587620524,0.025111573389981386,-1.4372822208107252,0.317689359264955,-0.806657781297438,1.6605721550628558,-0.697917747435555,-0.503850464291198,0.1572214805075143,0.0,0.0,0
3,1034,72,154,0.20948275874097397,1.0519715316024296,-0.47540358200762806,0.36323641291261627,-0.5374632545850295,0.8481290251042135,-0.3228464094930648,0.4746331522673694,-0.503850464291198,0.8539827833184341,0.0,0.0,1
11,3836,185,202,1.096596282232791,-0.30734080450613616,1.0261418841852004,-0.8571381270908913,-0.890960991617242,-1.0612403668976922,-0.2874282208402805,-0.9519124527124496,-0.715405080790134,-1.0372264671683482,0.0,0.0,1
3,3509,72,102,-1.2690397804120543,-1.5533771126056548,0.5256267287875909,-0.6147207736436751,0.2709028940695151,1.4987289660826406,-0.3936827867986334,1.1565915390382098,-0.29229584779226175,-0.3404651643574284,0.0,0.0,1
10,3544,172,170,0.20948275874097397,-1.5533771126056548,-1.4764338928028469,-0.09051914610396802,-0.9975301623401883,2.121041953105484,-0.464519164104202,2.330882128503305,-0.29229584779226175,1.0530574412644111,0.0,0.0,1
10,3909,174,33,0.20948275874097397,-0.08078874848804185,1.5266570395828098,0.1664018096862441,-0.5140700219873096,-1.1178142748088598,-0.3228464094930648,-0.9553918322367907,-0.715405080790134,-0.9376891381953597,0.0,0.0,1
9,3912,25,164,-1.5647442882426599,-0.873720944551372,-1.4764338928028469,-0.908936706887305,-0.581650471714056,-0.028766547518883915,-0.2874282208402805,-0.5674410152727667,1.188586467700291,2.2475053889402736,0.0,0.0,0
11,1782,190,221,-0.677630764750843,-0.08078874848804185,1.5266570395828098,-0.08015943014468527,0.6313319592788298,-0.9198055971197733,-0.2874282208402805,-0.6405079852839282,-0.715405080790134,-0.5395398223034055,0.0,0.0,1
11,3389,211,136,1.6880052978940023,0.25903933553909964,-0.9759187374052375,0.8356394606559095,0.49703747584747454,0.04195083737007555,0.13759004299313105,0.251952862709544,-0.29229584779226175,-0.14139050641145134,0.0,0.0,1
7,4136,155,180,1.6880052978940023,-0.5338928605242305,-0.9759187374052375,-0.8674978430501741,0.3618765763939816,-0.283349133119138,-0.5353555414097706,-0.4265261445369553,-0.29229584779226175,0.25675880948050284,0.0,0.0,0
11,3187,164,202,-0.9733352725814487,-0.194064776497089,-0.47540358200762806,-0.8985769909280222,-0.11638506782607057,-0.6086491036083516,-0.2874282208402805,-0.6996574371977256,-0.715405080790134,-0.7386144802493826,0.0,0.0,0
10,2607,171,78,0.20948275874097397,-1.666653140614702,1.5266570395828098,-1.1182029692648165,-0.5443945827621317,0.40968123879266477,-0.25201003218749624,0.44679811607264125,-0.29229584779226175,0.25675880948050284,0.0,0.0,1
3,993,44,56,0.5051872665715796,-1.5533771126056548,0.025111573389981386,1.610546214410259,0.2466432454496574,-0.8632316892086057,-0.4291009754514177,-0.7396703017276474,-0.9269596972890701,-0.5395398223034055,0.0,0.0,1
5,974,172,207,1.096596282232791,1.5050756436386183,-1.4764338928028469,1.3702008041548992,-0.5651885672934384,-0.6369360575639353,0.03133547703477815,-0.690958988386873,-0.08074123129332564,0.25675880948050284,0.0,0.0,0
9,4286,199,69,-0.9733352725814487,1.7316276996567126,1.0261418841852004,0.1912651279885227,0.9865625283553178,-0.6793664884973111,-0.3228464094930648,-0.4943740452616053,-1.1385143137880063,-0.44000249333041697,0.0,0.0,1
6,173,121,189,-0.9733352725814487,0.48559139155719394,-0.9759187374052375,-0.6830948989749411,1.4986143974387431,-1.1178142748088598,0.3855173635626211,-1.08934794392392,-0.08074123129332564,-0.8381518092223711,0.0,0.0,0
11,2469,164,206,-1.2690397804120543,0.7121434475752882,0.025111573389981386,-0.4013106248824504,-0.33645473744906557,-0.7783708273418543,0.06675366568756246,-0.6022348105161769,-0.715405080790134,-1.0372264671683482,0.0,0.0,0
9,1836,206,57,1.096596282232791,-0.6471688885332776,-0.47540358200762806,-0.4966200117078517,1.2967394642806414,-0.7076534424528949,-0.464519164104202,-0.5987554309918359,-0.715405080790134,-0.3404651643574284,0.0,0.0,1
3,3345,49,102,0.5051872665715796,0.9386955035933825,0.5256267287875909,-1.474577198264143,0.4805755714268568,0.1409551762146188,-0.3936827867986334,0.1284348895954377,-0.29229584779226175,0.057684151534525746,0.0,0.0,1
6,114,27,107,-1.5647442882426599,-0.08078874848804185,-1.4764338928028469,1.6064023280265458,2.8718837925271172,0.5935464395039595,0.9167901933543855,-1.0128015943884174,-0.715405080790134,10.110954377806369,0.0,0.0,0
9,2173,137,57,0.5051872665715796,-0.08078874848804185,-0.47540358200762806,-1.0291094120149848,-0.7713955805622289,1.2724333344379704,-0.3936827867986334,1.4088465545529338,0.3423680017045466,-0.24092783538443988,0.0,0.0,1
11,2475,164,202,1.6880052978940023,-1.666653140614702,1.0261418841852004,-0.23555516953392647,-0.3650464661796122,-0.7642273503640624,-0.2874282208402805,-0.6996574371977256,-0.503850464291198,-1.0372264671683482,0.0,0.0,0
6,200,190,120,0.8008917744021853,-1.5533771126056548,1.5266570395828098,0.36738029929632937,1.7282146433052537,-1.2309620906311949,-0.4291009754514177,-1.08934794392392,-0.715405080790134,-0.6390771512763941,0.0,0.0,1
10,1290,36,142,1.3923007900633966,1.391799615629571,-0.47540358200762806,1.5939706688754065,1.4353660278226854,-0.7500838733862705,-0.3582645981458491,-0.6231110876622231,-0.503850464291198,-0.24092783538443988,0.0,0.0,1
8,4285,211,205,0.8008917744021853,-1.4401010845966078,-1.4764338928028469,0.11667517308168691,-0.844174526421802,0.508685577637208,-0.3936827867986334,0.732107237068605,-0.715405080790134,-0.3404651643574284,0.0,0.0,1
4,1196,137,46,0.5051872665715796,-0.6471688885332776,0.5256267287875909,-0.8488503543234651,1.0593414742148908,0.09852474528124312,-0.3228464094930648,0.11625706126024413,-0.29229584779226175,0.1572214805075143,0.0,0.0,1
3,997,103,164,-1.5647442882426599,0.5988674195662411,1.5266570395828098,0.42953859505202585,0.4493845946298969,0.4803986236816243,0.31468098625705254,0.330238902007217,0.13081338520561048,0.057684151534525746,0.0,0.0,0
4,301,11,124,-1.2690397804120543,1.0519715316024296,1.5266570395828098,0.6243012550865416,-0.7098800429904468,0.07023779132565934,0.4209355522154054,0.044929781011253174,1.4001410841992272,0.1572214805075143,0.0,0.0,0
0,1998,121,164,0.20948275874097397,0.37231536354814676,0.025111573389981386,-0.716245990044646,0.27610139020234176,1.6684506898161433,0.03133547703477815,1.756784506987036,-0.08074123129332564,1.3516694281833768,0.0,0.0,0
3,2996,11,102,0.5051872665715796,-0.5338928605242305,1.0261418841852004,1.0490496094171342,0.22671567694048855,0.4803986236816243,0.7751174387432483,-0.08032788186502363,-0.29229584779226175,-0.04185317743846279,0.0,0.0,0
6,129,27,113,-0.9733352725814487,-0.30734080450613616,-0.9759187374052375,0.3549486401451901,3.2054539610501607,-0.6086491036083516,0.4209355522154054,-0.9536521424746202,0.977031851201355,0.057684151534525746,0.0,0.0,0
3,939,103,218,-1.2690397804120543,-0.30734080450613616,-0.9759187374052375,-0.04286445269126738,0.3003610388221995,-0.028766547518883915,-0.5353555414097706,0.09016171482768646,-0.08074123129332564,0.3562961384534914,0.0,0.0,1
4,2506,11,111,-0.677630764750843,-1.5533771126056548,-1.4764338928028469,1.5566756914219888,-0.038407625833670765,-0.7076534424528949,0.24384460895148394,-0.6857399191003615,-0.29229584779226175,-0.04185317743846279,0.0,0.0,0
4,1829,90,10,1.096596282232791,-1.3268250565875606,0.025111573389981386,0.32386949226734185,0.13487557859388435,-0.7500838733862705,0.24384460895148394,-0.7466290607763294,0.13081338520561048,-0.14139050641145134,0.0,0.0,1
3,942,79,71,-0.08622174908963169,-0.4206168325151833,-0.9759187374052375,-0.4613969774462904,-0.2541452153459769,0.650120347415127,-0.25201003218749624,0.5737954687110886,0.5539226182034828,0.5553707963994685,0.0,0.0,1
0,1987,165,143,-0.677630764750843,-0.194064776497089,1.0261418841852004,0.3135097763080591,0.04650114433583124,0.8622725020820055,-0.2874282208402805,0.803434517317596,3.092578016190716,0.3562961384534914,0.0,0.0,0
7,1320,155,26,1.6880052978940023,-1.1002730005694663,0.025111573389981386,0.6160134823191153,-0.512337189943034,0.3248203769259134,-0.3228464094930648,0.6764371646791487,0.3423680017045466,0.5553707963994685,0.0,0.0,1
4,1154,90,10,-0.08622174908963169,-0.7604449165423247,1.0261418841852004,1.467582134172157,-0.34338606562616775,-0.6510795345417273,-0.5707737300625549,-0.7466290607763294,3.3041326326896523,-0.3404651643574284,0.0,0.0,1
0,1218,59,10,1.6880052978940023,1.278523587620524,0.025111573389981386,-0.6085049440681054,0.12881066643891992,0.05609431434786745,-0.21659184353471192,-0.005521222091691648,0.13081338520561048,1.2521320992103884,0.0,0.0,0
10,3797,171,168,-0.9733352725814487,-0.194064776497089,-0.47540358200762806,-1.2218001288576439,0.5325605327551234,0.31067689994812153,-0.3228464094930648,0.37547083582365026,-0.29229584779226175,-0.14139050641145134,0.0,0.0,1
