Dest,DepDelay
GST,24.9873417721519
MFR,13.93265465935787
PSG,11.048744460856721
SFO,10.943345035393937
MRY,10.677447552447552
HNL,10.330955691228919
YAK,9.941176470588236
KTN,9.680720245937637
CDV,9.436416184971097
EUG,9.299177262528048
BGR,9.085672621217645
FAI,9.006666666666666
